date,total_trades,win_trades,loss_trades,win_rate,average_profit_rate,average_loss_rate,profit_factor,max_drawdown,daily_trades,avg_hold_time,best_strategy,slippage_estimate,sharpe_ratio
2025-10-21,1,0,1,0.0,-0.0064516129032258,-0.0064516129032258,0.0,0.0,1.0,16.179672718048096,rsi_rebound,0.0064516129032258,0
